;;;;;;;;;;X
EVTDESC9483;宫廷中充满了时有时无的古怪气氛, 你觉得自己很饿, 就像几个月没吃东西一样. \n残星在无月的天空中嘲笑着你, 自由自在, 无拘无束. \n你的直觉告诉你这些星星看上去倒是挺不错的. ;;;;;;;;;;X
EVTOPTA9483;那与我的我的血亲继承人无关! ;;;;;;;;;;X
EVTOPTB9483;我愿意用我被诅咒的灵魂去换一杯啤酒;;;;;;;;;;X
relief_from;从恶魔手中解放;;;;;;;;;;X
desc_relief_from;这个国家刚刚从一个大恶魔手中解放出来了;;;;;;;;;;X
NAVAL_RANGE;海军作战距离;;;;;;;;;;X
A_PREVIOUS_RULER;一位先前的统治者;;;;;;;;;;X
AN_OLD_RULER;一位年老的统治者;;;;;;;;;;X
ONE_GENERAL;我们的一位将军;;;;;;;;;;X
ONE_ADMIRAL;我们的一位舰队指挥官;;;;;;;;;;X
AN_OLD_WAR;一场很久以前的战争;;;;;;;;;;X
UNIT_GROUP_CHANGE;军事单位晋级为 $GROUP$ 组. \n;;;;;;;;;;X
HAVENT_UNIT_TYPE_GROUP;没有 $GROUP$ 组的军事单位;;;;;;;;;;X
HAVE_UNIT_TYPE_GROUP;有着 $GROUP$ 组的军事单位;;;;;;;;;;X
EVTOPT9480;或许那才是最好的;;;;;;;;;;X
MENU_MESSAGES_ALL;全部;;;;;;;;;;X
MENU_MESSAGES_DYNASTY;王朝;;;;;;;;;;X
MENU_MESSAGES_DIPLOMACY;外交;;;;;;;;;;X
MENU_MESSAGES_TRADE;贸易;;;;;;;;;;X
MENU_MESSAGES_RELIGION;宗教;;;;;;;;;;X
MENU_MESSAGES_EVENTS;事件;;;;;;;;;;X
MENU_MESSAGES_GOVERNMENT;政府;;;;;;;;;;X
MENU_MESSAGES_MILITARY;军事;;;;;;;;;;X
MENU_MESSAGES_COMBAT;战斗;;;;;;;;;;X
MENU_MESSAGES_OTHER;其他;;;;;;;;;;X
M_HISTORY_BUTTON;历史;;;;;;;;;;X
MILITARY_FIRE_LABEL;远程;;;;;;;;;;X
MILITARY_SHOCK_LABEL;近战;;;;;;;;;;X
MILITARY_COUNT_LABEL;军事单位;;;;;;;;;;X
COUNTRY_HISTORY;国家历史;;;;;;;;;;X
PROVINCE_HISTORY;省份历史;;;;;;;;;;X
ENEMY_OCC;敌军;;;;;;;;;;X
WELOSECLAIM_SETUP;当我们失去了一个对他国王位宣称权的时候;;;;;;;;;;X
WELOSECLAIM_HEADER;$MONARCHTITLE$;;;;;;;;;;X
WELOSECLAIM_1;失去宣称权;;;;;;;;;;X
WELOSECLAIM_2;我们已经失去了以下宣称权;;;;;;;;;;X
WELOSECLAIM_3;$AGAINST$;;;;;;;;;;X
WELOSECLAIM_4;*;;;;;;;;;;X
WELOSECLAIM_5;*;;;;;;;;;;X
WELOSECLAIM_6;*;;;;;;;;;;X
WELOSECLAIM_LOG;我们已经失去了对$AGAINST$的王位宣称权;;;;;;;;;;X
WELOSECLAIM_BTN1;好的;;;;;;;;;;X
WELOSECLAIM_BTN2;好的;;;;;;;;;;X
WELOSECLAIM_BTN3;前往;;;;;;;;;;X
WELOSECLAIM_MAP;*;;;;;;;;;;X
THEYLOSECLAIMUS_SETUP;当他国失去的对我国王位的宣称权的时候;;;;;;;;;;X
THEYLOSECLAIMUS_HEADER;$MONARCHTITLE$;;;;;;;;;;X
THEYLOSECLAIMUS_1;他国失去宣称权;;;;;;;;;;X
THEYLOSECLAIMUS_2;以下国家的统治者;;;;;;;;;;X
THEYLOSECLAIMUS_3;$CLAIMANT$;;;;;;;;;;X
THEYLOSECLAIMUS_4;已经失去了对我国王位的宣称权! ;;;;;;;;;;X
THEYLOSECLAIMUS_5;*;;;;;;;;;;X
THEYLOSECLAIMUS_6;*;;;;;;;;;;X
THEYLOSECLAIMUS_LOG;$CLAIMANT$失去了对我国王位的宣称权;;;;;;;;;;X
THEYLOSECLAIMUS_BTN1;好的;;;;;;;;;;X
THEYLOSECLAIMUS_BTN2;好的;;;;;;;;;;X
THEYLOSECLAIMUS_BTN3;前往;;;;;;;;;;X
THEYLOSECLAIMUS_MAP;*;;;;;;;;;;X
COUNTRY_HISTORY_HEADER; $COUNTRY$ 的历史;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE;$NAME$之战也许决定了战争的胜负, \n一共有$ATTACKER_SIZE$$ATTACKER$与$DEFENDER_SIZE$$DEFENDER$参加了战斗. \n结果是$ATTACKER$$ATTACKER_RESULT$, $DEFENDER$$DEFENDER_RESULT$;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_1;战争中最重要的一张战斗是$NAME$之战, \n在$ATTACKING_COMMANDER$统领下的$ATTACKER$军进攻了在$DEFENDER$统领之下的$DEFENDER$军. \n战斗结果是$ATTACKER_SIZE$$ATTACKER$军$ATTACKER_RESULT$, $DEFENDER_SIZE$$DEFENDER$军$DEFENDER_RESULT$;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_2;战争中最具决定性的一次战斗是当$ATTACKER$$ATTACKING_COMMANDER$统领下的$ATTACKER_SIZE$兵马, \n$ATTACKER_RESULT$的攻击了$DEFENDER$军在$DEFENDING_COMMANDER$统领下的的$DEFENDER_SIZE$兵马;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_3;战争的转折点是$ATTACKING_COMMANDER$与$DEFENDING_COMMANDER$对决的$NAME$之战, \n当$ATTACKER$军的$ATTACKER_SIZE$兵马, $ATTACKER_RESULT$的攻击了$DEFENDER$军的$DEFENDER_SIZE$兵马;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_4;历史学家们认为战争中最具决定性的一次战斗是当$ATTACKER$$ATTACKING_COMMANDER$统领下的$ATTACKER_SIZE$兵马, \n$ATTACKER_RESULT$的攻击了$DEFENDER$军在$DEFENDING_COMMANDER$统领下的的$DEFENDER_SIZE$兵马;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_A_NO_COMMANDER;战争的转折点是$NAME$之战, \n$ATTACKER$军的$ATTACKER_SIZE$兵马攻击了$DEFENDER$军在$DEFENDING_COMMANDER$统领下的的$DEFENDER_SIZE$兵马;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_D_NO_COMMANDER;历史学家们认为战争中最具决定性的一次战斗是当$ATTACKER$军在$ATTACKING_COMMANDER$统领下的$ATTACKER_SIZE$兵马, \n$ATTACKER_RESULT$的攻击了$DEFENDER$军的$DEFENDER_SIZE$兵马;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_NAVAL;最重要的一次战斗是$NAME$之战, \n当$ATTACKING_COMMANDER$旗下的由$ATTACKER_SIZE$条船组成的$ATTACKER$舰队$ATTACKER_RESULT$突击了$DEFENDING_COMMANDER$旗下由$DEFENDER_SIZE$条船组成的$DEFENDER$舰队. ;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_NAVAL_1;最重要的一次战斗是$NAME$之战, \n当$ATTACKING_COMMANDER$旗下的由$ATTACKER_SIZE$条船组成的$ATTACKER$舰队$ATTACKER_RESULT$突击了$DEFENDING_COMMANDER$旗下由$DEFENDER_SIZE$条船组成的$DEFENDER$舰队. ;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_NAVAL_2;战争中最重要的一次战斗是$NAME$之战, \n当$ATTACKING_COMMANDER$旗下的由$ATTACKER_SIZE$条船组成的$ATTACKER$舰队$ATTACKER_RESULT$突击了$DEFENDING_COMMANDER$旗下由$DEFENDER_SIZE$条船组成的$DEFENDER$舰队. ;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_NAVAL_3;战争中最重要的一次战斗是$NAME$之战, \n当$ATTACKING_COMMANDER$旗下的由$ATTACKER_SIZE$条船组成的$ATTACKER$舰队$ATTACKER_RESULT$突击了$DEFENDING_COMMANDER$旗下由$DEFENDER_SIZE$条船组成的$DEFENDER$舰队. ;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_NAVAL_4;战争中最重要的一次战斗是$NAME$之战, \n当$ATTACKING_COMMANDER$旗下的由$ATTACKER_SIZE$条船组成的$ATTACKER$舰队$ATTACKER_RESULT$突击了$DEFENDING_COMMANDER$旗下由$DEFENDER_SIZE$条船组成的$DEFENDER$舰队. ;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_NAVAL_A_NO_COMMANDER;战争中最重要的一次战斗是$NAME$之战, \n当$ATTACKING_COMMANDER$旗下的由$ATTACKER_SIZE$条船组成的$ATTACKER$舰队$ATTACKER_RESULT$突击了由$DEFENDER_SIZE$条船组成的$DEFENDER$舰队. ;;;;;;;;;;X
COUNTRY_HISTORY_BATTLE_NAVAL_D_NO_COMMANDER;战争中最重要的一次战斗是$NAME$之战, \n当由$ATTACKER_SIZE$条船组成的$ATTACKER$舰队$ATTACKER_RESULT$突击了$DEFENDING_COMMANDER$旗下由$DEFENDER_SIZE$条船组成的$DEFENDER$舰队. ;;;;;;;;;;X
HEAVY_LOSSES;损失了他们的主力军;;;;;;;;;;X
SOME_LOSSES;损失了一部分部队;;;;;;;;;;X
NO_LOSSES;几乎毫发无损;;;;;;;;;;X
INCOMEADVISORHIRED;出租臣属;;;;;;;;;;X
trade_rights;贸易权;;;;;;;;;;X
GUARANTNEWDESC;您希望保障 $COUNTRY$ 的\n独立吗? 这样在她被攻击的时候\n我们就可以保护她;;;;;;;;;;X
GUARANTDESC;保障某国独立可以让你在她遭到攻击的时候对攻击\n她的国家有宣战权;;;;;;;;;;X
WARNNEWDESC;您确定对 $COUNTRY$ 发出警告吗? \n这样的话如果她攻击我们\n的邻居的话我们就可以参战;;;;;;;;;;X
WARNDESC;发警告就可以对进攻我们邻居的国家拥有宣战权;;;;;;;;;;X
JOINLEAGUE;加入贸易同盟;;;;;;;;;;X
FORCED_JOIN_LEAGUE;$WHO$将加入$ADJ$的贸易同盟;;;;;;;;;;X
CANCELTRADELEAGUETRUCE;我们不能在还有停战条约的时候离开贸易同盟;;;;;;;;;;X
CB_JOIN_LEAGUE;强制加入贸易同盟;;;;;;;;;;X
TRADERIGHTSLEAGUE;我们不能和加入其他贸易同盟的国家签订贸易协定;;;;;;;;;;X
SUPPLY_CORE;核心:;;;;;;;;;;X
NOTRADERIGHTSLEFT;他们已经没有对贸易协定有价值的货物了;;;;;;;;;;X
UNIT_ENABLE_PATROL_NEW;开始巡逻;;;;;;;;;;X
UNIT_DISABLE_PATROL_NEW;停止巡逻;;;;;;;;;;X
NOCLAIMLESSER;当你被联统的时候你不能要求他国的王位;;;;;;;;;;X
EVTNAME3097;$LIKELYREBELS$的乱军造反了! ;;;;;;;;;;X
EVTDESC3097;叛军已经占领了我国的一些省份, \n在 $PROVINCENAME$ 的$LIKELYREBELS$叛军与其他的叛军合流了;;;;;;;;;;X
EVTOPTA3097;万恶的反贼! ;;;;;;;;;;X
commission_epic_to_monarch_title;国家史诗;;;;;;;;;;X
commission_epic_to_monarch_desc;我们的人民们中流传着关于\n $RANDOM_OLD_MONARCH$ 的故事, \n故事说当 $COUNTRY$ 遭到困难时\n $RANDOM_OLD_MONARCH$ 将回来重振祖国. \n无论它是真是假, 我们可以用它来作为宣传;;;;;;;;;;X
epic_to_monarch;国家史诗;;;;;;;;;;X
desc_epic_to_monarch;这是一个关于曾经的国王的生平和故事;;;;;;;;;;X
enlightenment_movement;自由? 平等? ;;;;;;;;;;X
desc_enlightenment_movement;随着时代的发展人民渐渐开始要求自由了. 英明的 $MONARCH$ 也支持这点;;;;;;;;;;X
support_enlightenment_movement_title;平等? 自由? 博爱? ;;;;;;;;;;X
support_enlightenment_movement_desc;给予人民自由是好事, 但也会助长叛乱;;;;;;;;;;X
military_modernization_muslim_title;军队现代化;;;;;;;;;;X
military_modernization_muslim_desc;我们的文化已经和文明世界接轨, 但是最重要的军队还没有改革.;;;;;;;;;;X
military_modernization_eastern_title;军队现代化;;;;;;;;;;X
military_modernization_eastern_desc;我们的文化已经和文明世界接轨, 但是最重要的军队还没有改革.;;;;;;;;;;X
military_modernization_western_title;军队现代化;;;;;;;;;;X
military_modernization_western_desc;我们的文化已经和文明世界接轨, 但是最重要的军队还没有改革.;;;;;;;;;;X
action_and_reaction;革新与守旧;;;;;;;;;;X
desc_action_and_reaction;任何事物总会有人反对它, 让我们坚持过去吧;;;;;;;;;;X
national_focus_foreign;他国的国家焦点;;;;;;;;;;X
CORE_FRACTION_IS_LESS_THAN;核心省份比例少于;;;;;;;;;;X
CORE_FRACTION_IS_AT_LEAST;核心省份比例至少;;;;;;;;;;X
HAVE_TRADE_LEAGUE_WITH;加入了以下国家的贸易联盟;;;;;;;;;;X
HAVE_NOT_TRADE_LEAGUE_WITH;没有加入以下国家的贸易联盟;;;;;;;;;;X
LEAGUE_MEMBERS_FEWER_THAN;贸易联盟成员数量少于;;;;;;;;;;X
LEAGUE_MEMBERS_AT_LEAST;；贸易联盟成员数量至少;;;;;;;;;;X
HAVE_A_NAVY_SMALLER_THAN;海军数量小于上限的  $PERC$  %;;;;;;;;;;X
HAVE_A_NAVY_LARGER_THAN;海军数量至少为上限的  $PERC$  %;;;;;;;;;;X
HAVE_A_ARMY_SMALLER_THAN;陆军数量小于上限的  $PERC$  %;;;;;;;;;;X
HAVE_A_ARMY_LARGER_THAN;陆军数量至少为上限的  $PERC$  %;;;;;;;;;;X
EMBARGOSUBJECT;身为附庸国不能对其他国家展开贸易制裁;;;;;;;;;;X
EVTNAME9492;我们的君主驾崩了;;;;;;;;;;X
EVTDESC9492;我们的君主驾崩了, 考虑到他晚年的古怪行为这或许对大家是好事;;;;;;;;;;X
EVTOPTA9492;愿他的灵魂能进入天堂;;;;;;;;;;X
tut_1c_30;文化界面;;;;;;;;;;X
tut_1c_31;上方分别显示了你有多少文化, 海军和陆军传统, 下面\n是各种臣属. 你可以花费一些传统来雇佣臣属. \n臣属的能力取决于你有多少相应的传统;;;;;;;;;;X
tut_1c_32;再下方是各种能增加文化传统的决议, 有的决议还有其他好处;;;;;;;;;;X
tut_1c_33;任务与国家决议表单;;;;;;;;;;X
tut_1c_34;上方是你现在的国家任务, 你不必非得完成它, 不过完\n成它都有不少好处. 下方是各种国家决议;;;;;;;;;;X
ANY_ALLY_STARTS;任何盟友;;;;;;;;;;X
ALL_CORES;所有核心省份;;;;;;;;;;X
ALL_CGROUP_PROVS;所有和我们同一文化圈的省份;;;;;;;;;;X
ALL_ADJ_COLONIES;所有临近的新垦区;;;;;;;;;;X
ALL_REL_PROVS;所有和我们同一信仰的省份;;;;;;;;;;X
ALL_HRE_PROVS;所有中原的省份;;;;;;;;;;X
ALL_CGROUP_COUNTRIES;所有拥有和我们同一文化圈的 省份的国家;;;;;;;;;;X
ALL_GOV_ENEMIES;所有革命帝国;;;;;;;;;;X
ALL_OPPRESSORS;所有可以放出其他国家的国家;;;;;;;;;;X
ALL_INFIDELS;所有异教国家;;;;;;;;;;X
ALL_HERETICS;所有异端国家;;;;;;;;;;X
ALL_PRIMITIVES;所有蛮族国家;;;;;;;;;;X
cb_revolutionary;革命战争;;;;;;;;;;X
cb_revolutionary_desc;他们是意识形态上的敌人! ;;;;;;;;;;X
EVTNAME3098;$LIKELYREBELS$的谣言;;;;;;;;;;X
EVTDESC3098;由于我们糟糕的深望, 我们的邻居把我们当成洪水了猛兽. \n$LIKELYREBELS$的同谋者在 $PROVINCENAME$ 大肆散布谣言来煽动叛乱;;;;;;;;;;X
EVTOPTA3098;小小的困难;;;;;;;;;;X
rebel_sentiment;叛乱的谣言;;;;;;;;;;X
desc_rebel_sentiment;我们糟糕的声望彻底激怒这这个省份的其他国家的爱国者;;;;;;;;;;X
TRIG_NOT_LIKELY_REBELS;一般来说叛军不会;;;;;;;;;;X
TRIG_LIKELY_REBELS;一般来说叛军会;;;;;;;;;;X
MOVE_CAPITAL_HRE_RULE;我们不能把首都移出或者移入中原;;;;;;;;;;X
